City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
364,banda aceh,5.5577,95.3222,299.13,83,84,5.92,ID,1691617704
365,weno,7.4515,151.8468,300.12,100,75,2.06,FM,1691617456
366,fort bragg,35.139,-79.006,306.0,43,0,2.57,US,1691617578
367,ta`u,-14.2336,-169.5144,300.29,75,7,4.51,AS,1691617579
368,arkhangel'sk,64.5401,40.5433,288.89,88,4,2.2,RU,1691617704
369,hadithah,34.1397,42.3781,308.93,25,0,5.58,IQ,1691617704
370,broken hill,-31.95,141.4333,283.64,86,43,4.72,AU,1691617640
371,borgo valsugana,46.0514,11.4544,292.24,83,34,0.81,IT,1691617704
372,taroa,8.7058,171.2275,300.79,78,93,5.3,MH,1691617705
373,ishigaki,24.3448,124.1572,299.22,100,40,0.0,JP,1691617705
374,gharghoda,22.1667,83.35,297.24,80,9,1.29,IN,1691617705
375,chibuto,-24.6867,33.5306,288.07,88,0,2.03,MZ,1691617705
376,tshabong,-26.05,22.45,286.57,30,0,6.18,BW,1691617705
377,redwood falls,44.5394,-95.1169,302.12,39,0,4.63,US,1691617477
378,hithadhoo,-0.6,73.0833,300.28,75,72,2.12,MV,1691617375
379,kalmunai,7.4167,81.8167,299.48,81,100,2.64,LK,1691617382
380,magadan,59.5667,150.8,285.67,62,44,2.78,RU,1691617706
381,gerash,27.6652,54.1371,303.23,33,70,2.62,IR,1691617706
382,ratangarh,28.0833,74.6,301.54,65,100,7.5,IN,1691617706
383,fisterra,42.9049,-9.2629,294.12,80,100,6.04,ES,1691617546
384,floro,61.5996,5.0328,283.19,93,100,4.63,NO,1691617706
385,bandon,51.7469,-8.7425,289.92,98,35,3.17,IE,1691617706
386,dalai,45.5,124.3,290.53,93,1,3.36,CN,1691617706
387,katsuura,35.1333,140.3,300.02,80,82,5.16,JP,1691617707
388,bangangte,5.1409,10.5198,290.15,99,100,1.74,CM,1691617707
389,daru,-9.0763,143.2092,296.93,84,84,6.56,PG,1691617599
390,nema,57.5067,50.5011,290.03,78,9,1.66,RU,1691617651
391,shijiazhuang,38.0414,114.4786,298.07,84,16,0.9,CN,1691617474
392,port alfred,-33.5906,26.891,289.36,87,31,2.68,ZA,1691617548
393,"laikit, laikit ii (dimembe)",1.4792,124.9735,296.62,78,20,1.54,ID,1691617707
394,chinde,26.8418,88.0763,291.5,95,88,0.78,NP,1691617707
395,port macquarie,-31.4333,152.9167,281.42,68,45,2.95,AU,1691617708
396,portland,45.5234,-122.6762,301.99,51,75,3.09,US,1691617469
397,namibe,-15.1961,12.1522,290.5,88,66,3.36,AO,1691617536
398,salahonda,2.1019,-78.7217,300.25,81,27,6.03,CO,1691617708
399,tawau,4.2498,117.8871,298.22,88,94,0.89,MY,1691617708
400,bucerias,20.75,-105.3333,306.47,75,32,3.15,MX,1691617626
401,camocim,-2.9022,-40.8411,299.13,80,70,8.88,BR,1691617411
402,kruisfontein,-34.0033,24.7314,288.09,93,0,3.19,ZA,1691617708
403,kudat,6.8837,116.8477,298.31,83,20,1.54,MY,1691617708
404,tra vinh,9.9347,106.3453,298.19,91,35,2.2,VN,1691617708
405,divrigi,39.371,38.1137,300.04,29,0,1.18,TR,1691617709
406,kachia,9.8667,7.95,293.41,98,67,1.93,NG,1691617709
407,igbeti,8.75,4.1333,295.61,93,99,3.71,NG,1691617709
408,stanthorpe,-28.6667,151.95,281.72,94,54,1.25,AU,1691617709
409,nuku'alofa,-21.1333,-175.2,296.34,88,75,3.6,TO,1691617709
410,port sudan,19.6175,37.2164,308.31,27,8,3.13,SD,1691617709
411,douentza,14.9951,-2.9517,304.26,54,100,2.49,ML,1691617709
412,colonia,50.9333,6.95,289.51,78,20,2.06,DE,1691617261
413,progreso,21.2833,-89.6667,303.51,70,3,6.14,MX,1691617709
414,ust-tsilma,65.441,52.1498,288.08,87,1,1.11,RU,1691617710
415,ust'-ilimsk,58.0006,102.6619,289.36,89,100,0.81,RU,1691617676
416,dzhetygara,52.1908,61.2006,290.09,81,81,6.18,KZ,1691617710
417,carbonear,47.7332,-53.2148,287.18,87,100,5.28,CA,1691617619
418,sur,22.5667,59.5289,303.8,64,99,2.12,OM,1691617609
419,hadibu,12.65,54.0333,298.66,81,69,7.88,YE,1691617434
420,vila franca do campo,37.7167,-25.4333,297.38,95,100,4.46,PT,1691617589
421,san pedro,14.35,121.0167,301.72,87,40,3.09,PH,1691617710
422,persembe,41.0656,37.7714,295.83,89,99,2.64,TR,1691617710
423,tazacorte,28.629,-17.9293,297.69,92,0,7.72,ES,1691617443
424,robertsport,6.7533,-11.3686,298.74,84,100,7.76,LR,1691617711
425,as sulayyil,20.4607,45.5779,307.29,10,3,2.16,SA,1691617711
426,puyang,29.4603,119.8861,298.03,93,88,0.99,CN,1691617711
427,qamdo,31.1667,97.2333,280.53,74,100,0.92,CN,1691617648
428,dudhi,24.2167,83.25,298.11,84,100,2.12,IN,1691617711
429,choele choel,-39.2667,-65.6833,289.53,32,100,8.03,AR,1691617711
430,telimele,10.9167,-13.3333,295.21,99,100,0.2,GN,1691617711
431,kovdor,67.5662,30.4758,288.76,85,19,1.34,RU,1691617711
432,lhokseumawe,5.1801,97.1507,297.74,88,84,1.87,ID,1691617712
433,shakawe,-18.3667,21.85,290.96,19,62,5.28,BW,1691617712
434,nadvoitsy,63.8667,34.3167,291.03,82,65,3.07,RU,1691617712
435,hanceville,34.0607,-86.7675,304.91,72,99,2.1,US,1691617437
436,sparti,37.0733,22.4297,293.82,89,17,0.32,GR,1691617712
437,dolinsk,47.35,142.8,287.59,95,100,3.3,RU,1691617569
438,thunder bay,48.4001,-89.3168,297.14,40,40,6.17,CA,1691617466
439,sandnessjoen,66.0217,12.6316,292.21,45,20,4.63,NO,1691617376
440,ishim,56.1128,69.4902,289.58,83,98,2.82,RU,1691617712
441,box elder,41.5005,-112.8764,296.91,41,71,2.31,US,1691617713
442,mandal,25.45,74.5667,297.27,84,99,3.22,IN,1691617713
443,oranjemund,-28.55,16.4333,293.82,36,3,0.78,NA,1691617713
444,zuni pueblo,35.0725,-108.8506,293.65,50,86,6.51,US,1691617713
445,hobyo,5.3505,48.5268,297.81,82,86,10.36,SO,1691617586
446,envira,-7.3,-70.2167,302.27,52,96,0.84,BR,1691617713
447,gaiman,-43.2897,-65.4929,291.1,30,84,5.04,AR,1691617713
448,skelleftea,64.7507,20.9528,288.35,100,20,2.06,SE,1691617713
449,mikun',62.3547,50.0771,288.09,85,12,0.32,RU,1691617713
450,nadi,-17.8,177.4167,298.15,73,75,0.0,FJ,1691617447
451,cestos city,5.46,-9.5828,298.39,82,100,6.74,LR,1691617714
452,labrador city,52.9463,-66.9114,286.1,94,100,3.6,CA,1691617533
453,cooper's town,26.8667,-77.5167,303.15,74,98,2.59,BS,1691617714
454,la junta,37.985,-103.5438,302.07,36,20,2.57,US,1691617714
455,cavelossim,15.1726,73.9419,298.76,85,87,1.12,IN,1691617714
456,carupano,10.6678,-63.2585,301.11,77,100,2.49,VE,1691617714
457,gizo,-8.103,156.8419,299.59,81,99,10.07,SB,1691617714
458,mont-dore,-22.2833,166.5833,292.14,75,50,5.41,NC,1691617714
459,newman,37.3138,-121.0208,307.62,13,0,5.54,US,1691617451
460,trumann,35.6737,-90.5073,296.21,92,100,6.43,US,1691617715
461,porangatu,-13.4408,-49.1486,302.3,28,0,2.04,BR,1691617715
462,ginir,7.1333,40.7,288.14,75,51,4.64,ET,1691617549
463,kayangel,8.0823,134.7173,300.64,80,63,7.18,PW,1691617715
464,moussoro,13.6408,16.4901,297.82,82,100,5.63,TD,1691617715
465,maasim,5.8575,125.0061,299.28,83,98,2.56,PH,1691617715
466,yerofey pavlovich,53.9667,121.9667,288.79,77,12,0.75,RU,1691617715
467,vila velha,-20.3297,-40.2925,296.12,87,75,4.12,BR,1691617715
468,richards bay,-28.783,32.0377,292.19,72,100,1.58,ZA,1691617635
469,tucurui,-3.7661,-49.6725,301.16,63,54,1.25,BR,1691617683
470,hohhot,40.8106,111.6522,293.31,83,0,2.0,CN,1691617716
471,ishinomaki,38.4167,141.3,299.78,87,3,8.0,JP,1691617716
472,malango,-2.9627,119.9001,290.97,98,61,0.84,ID,1691617377
473,lesnoy,57.6198,63.0784,289.88,66,100,1.97,RU,1691617716
474,vernal,40.4555,-109.5287,301.77,27,0,3.09,US,1691617716
475,rio grande,-32.035,-52.0986,290.21,92,100,12.0,BR,1691617394
476,fitzgerald,31.7149,-83.2526,306.65,55,0,3.09,US,1691617716
477,deqen,29.9618,90.7188,284.26,84,67,1.29,CN,1691617717
478,faya-largeau,17.9257,19.1043,307.54,41,7,3.84,TD,1691617717
479,gobabis,-22.45,18.9667,286.66,26,48,7.08,NA,1691617717
480,leeton,-34.5667,146.4,282.53,88,77,4.89,AU,1691617717
481,nadym,65.5333,72.5167,281.34,79,0,9.59,RU,1691617717
482,casablanca,33.5928,-7.6192,299.27,81,9,1.05,MA,1691617717
483,shelton,41.3165,-73.0932,303.53,46,20,5.14,US,1691617518
484,hengchun,22.0042,120.7439,300.98,85,99,7.38,TW,1691617460
485,tralee,52.2704,-9.7026,288.98,95,0,3.71,IE,1691617560
486,swakopmund,-22.6833,14.5333,286.62,89,70,2.4,NA,1691617436
487,taitung city,22.7583,121.1444,300.62,80,100,1.51,TW,1691617718
488,vernon,50.2581,-119.2691,298.49,64,100,0.51,CA,1691617534
489,prado,-17.3411,-39.2208,294.93,77,3,3.14,BR,1691617448
490,nishinoomote,30.7333,131.0,300.88,85,100,7.81,JP,1691617718
491,svetlyy,54.675,20.1347,285.18,70,95,2.51,RU,1691617718
492,stulpicani,47.4667,25.7667,288.24,66,100,0.98,RO,1691617718
493,leava,-14.3,-178.1667,300.59,75,23,4.16,WF,1691617718
494,coria del rio,37.2877,-6.0541,306.22,55,0,3.13,ES,1691617719
495,turpan,42.9333,89.1667,305.29,28,27,0.87,CN,1691617443
496,cill airne,52.05,-9.5167,288.91,95,22,3.22,IE,1691617718
497,saint croix,17.7397,-64.7388,304.4,62,20,7.72,VI,1691617719
498,amursk,50.2261,136.8994,289.32,74,100,6.3,RU,1691617719
499,mawlaik,23.6333,94.4167,297.9,100,100,0.51,MM,1691617606
500,lensk,60.7253,114.9278,292.55,73,24,1.03,RU,1691617640
501,salaqi,40.5414,110.5108,297.25,54,68,3.07,CN,1691617719
502,amga,60.8953,131.9608,288.68,57,64,2.04,RU,1691617719
503,kalevala,65.2,31.1667,290.9,94,45,1.98,RU,1691617719
504,soderhamn,61.3037,17.0592,285.9,88,100,4.73,SE,1691617720
505,saudarkrokur,65.7461,-19.6394,279.37,88,69,4.9,IS,1691617594
506,kalavad,22.2167,70.3833,299.26,84,100,6.37,IN,1691617720
507,thurso,58.5927,-3.5259,286.29,84,96,0.55,GB,1691617720
508,muroto-misakicho,33.2833,134.15,300.51,91,86,10.41,JP,1691617720
509,pervomayskoye,43.919,46.7102,299.17,60,36,4.15,RU,1691617720
510,galesong,-5.3166,119.3661,294.16,77,88,3.32,ID,1691617720
511,andergrove,-21.0833,149.1833,290.73,76,21,4.94,AU,1691617720
512,hancheng,32.5186,112.3522,296.79,90,28,2.49,CN,1691617721
513,islamorada,24.9243,-80.6278,307.15,83,37,0.45,US,1691617623
514,san pedro pochutla,15.7333,-96.4667,305.99,57,99,2.79,MX,1691617606
515,rehoboth,-23.3167,17.0833,290.53,30,97,2.29,NA,1691617666
516,kavieng,-2.5744,150.7967,300.82,78,84,6.58,PG,1691617437
517,glendive,47.1053,-104.7125,305.94,29,0,5.66,US,1691617721
518,tacna,-18.0056,-70.2483,291.26,72,75,4.63,PE,1691617721
519,huarmey,-10.0681,-78.1522,294.9,71,36,4.86,PE,1691617497
520,xinyang,32.1228,114.0656,296.06,93,6,1.73,CN,1691617721
521,nguigmi,14.2495,13.1092,299.24,74,100,6.32,NE,1691617435
522,las heras,-46.5419,-68.9359,284.98,61,100,8.42,AR,1691617722
523,delijan,33.9905,50.6838,300.54,27,8,2.01,IR,1691617722
524,valparaiso,-33.0393,-71.6273,288.15,91,100,4.12,CL,1691617722
525,kasongo,-4.45,26.6667,298.35,36,4,0.96,CD,1691617722
526,kokopo,-4.352,152.2633,299.27,78,57,7.16,PG,1691617722
527,barra de santo antonio,-9.4047,-35.5072,297.75,78,77,4.93,BR,1691617722
528,ola,59.5833,151.2833,286.01,59,5,3.91,RU,1691617534
529,rudnichnyy,59.617,52.4703,286.86,75,56,1.52,RU,1691617722
530,bairnsdale,-37.8333,147.6167,284.56,72,100,3.91,AU,1691617650
531,al hufuf,25.3646,49.5653,307.34,20,0,2.57,SA,1691617723
532,pangody,65.85,74.4859,282.36,84,89,8.68,RU,1691617487
533,cururupu,-1.8283,-44.8683,297.0,94,64,1.47,BR,1691617527
534,ballina,-28.8667,153.5667,284.7,75,6,2.35,AU,1691617578
535,xiaoweizhai,26.1903,107.5125,295.01,97,41,0.73,CN,1691617446
536,carhaix-plouguer,48.2759,-3.5733,288.71,95,0,1.83,FR,1691617723
537,juegang,32.3174,121.1855,300.88,90,1,5.22,CN,1691617723
538,aral,40.5156,81.2636,299.51,29,0,3.92,CN,1691617592
539,uthai thani,15.3833,99.55,297.81,82,100,1.41,TH,1691617724
540,luau,-10.7073,22.2247,293.04,30,7,2.08,AO,1691617725
541,menongue,-14.6585,17.691,287.92,36,42,1.88,AO,1691617725
542,ardestan,33.3761,52.3694,300.97,25,0,0.84,IR,1691617725
543,aiquile,-18.2041,-65.1807,292.77,49,0,3.65,BO,1691617725
544,ulmeni,47.4667,23.3,288.24,66,99,0.84,RO,1691617725
545,brookings,44.3114,-96.7984,301.03,59,75,3.6,US,1691617597
546,pimentel,-6.8367,-79.9342,298.31,69,100,5.14,PE,1691617725
547,noosa heads,-26.3833,153.15,287.1,72,39,1.54,AU,1691617725
548,la ronge,55.1001,-105.2842,294.27,43,40,5.14,CA,1691617477
549,itoman,26.1247,127.6694,300.36,100,75,3.09,JP,1691617726
550,villanova,45.4889,11.9747,295.15,83,44,2.52,IT,1691617726
551,laguna,38.421,-121.4238,307.89,36,0,3.09,US,1691617726
552,margate,51.3813,1.3862,289.75,77,0,1.34,GB,1691617712
553,lodwar,3.1191,35.5973,303.24,38,42,5.17,KE,1691617718
554,arawa,-6.2132,155.5367,299.6,88,96,1.78,PG,1691617726
555,usinsk,65.9939,57.5281,284.03,76,59,3.53,RU,1691617726
556,motomachi,43.8228,144.1044,294.43,99,100,1.12,JP,1691617726
557,columbus,39.9612,-82.9988,299.82,73,75,5.66,US,1691617511
558,pingyin,36.2831,116.4453,295.32,80,0,2.61,CN,1691617727
559,nsanje,-16.92,35.262,290.6,90,52,1.6,MW,1691617727
560,castillos,-34.1667,-53.8333,287.86,87,58,5.95,UY,1691617727
561,bubaque,11.2833,-15.8333,300.34,83,80,3.45,GW,1691617543
562,childress,34.4264,-100.204,309.29,30,0,5.14,US,1691617721
563,choibalsan,48.0667,114.5,290.77,68,37,2.8,MN,1691617727
564,geidam,12.897,11.9304,296.59,84,100,3.66,NG,1691617727
565,richmond,37.5538,-77.4603,304.37,51,40,4.63,US,1691617576
566,la maddalena,41.2142,9.4083,294.24,82,12,6.72,IT,1691617727
567,cape canaveral,28.4058,-80.6048,308.2,76,0,5.14,US,1691617512
568,guerrero negro,27.9769,-114.0611,300.61,59,13,8.28,MX,1691617521
569,villa ojo de agua,-29.5,-63.6938,288.42,66,35,4.19,AR,1691617728
570,commentry,46.2921,2.7416,290.74,81,0,1.91,FR,1691617728
571,dawson creek,55.7666,-120.2362,294.95,49,40,3.6,CA,1691617669
572,piti village,13.4626,144.6933,299.64,94,75,2.06,GU,1691617476
573,weyburn,49.6668,-103.8511,289.27,72,100,5.66,CA,1691617728
574,kachkanar,58.7,59.4948,287.26,90,69,1.59,RU,1691617557
575,remire-montjoly,4.9167,-52.2667,302.17,74,20,5.14,GF,1691617519
576,tarquinia,42.2482,11.7553,294.15,76,59,1.58,IT,1691617729
577,yigo village,13.5361,144.8886,298.77,94,0,4.12,GU,1691617729
578,la'ie,21.6477,-157.9253,304.13,66,55,9.9,US,1691617729
579,kiunga,-6.1219,141.2906,295.77,85,98,1.78,PG,1691617729
580,alo,7.4178,6.7371,296.22,97,94,1.59,NG,1691617585
581,chatra,24.2167,84.8667,296.42,89,100,2.9,IN,1691617729
582,datong,40.0936,113.2914,294.96,79,63,1.87,CN,1691617492
583,houma,29.5958,-90.7195,308.71,61,75,4.02,US,1691617729
584,minas de marcona,-15.2119,-75.1103,289.38,68,5,5.63,PE,1691617433
